419	6303	16.000	2.015	
438	6303	17.000	2.015	
432	6307	18.000	2.015	
436	6303	18.000	2.015	
436	6307	18.000	2.015	
331	6307	19.000	2.015	
348	6303	20.000	2.015	
348	6307	20.000	2.015	
422	6303	20.000	2.015	
355	6303	21.000	2.015	
355	6307	21.000	2.015	
368	6307	24.000	2.015	
304	6307	27.000	2.015	
426	6303	27.000	2.015	
455	6303	27.000	2.015	
320	6303	28.000	2.015	
320	6307	28.000	2.015	
492	6307	28.000	2.015	
397	6307	28.000	2.015	
319	6303	28.000	2.015	
319	6307	28.000	2.015	
327	6303	28.000	2.015	
327	6307	28.000	2.015	
359	6303	28.000	2.015	
428	6303	29.000	2.015	
428	6307	29.000	2.015	
468	6303	29.000	2.015	
468	6307	29.000	2.015	
386	6303	30.000	2.015	
386	6307	30.000	2.015	
343	6303	30.000	2.015	
343	6307	30.000	2.015	
494	6303	31.000	2.015	
371	6303	31.000	2.015	
371	6307	31.000	2.015	
416	6303	32.000	2.015	
452	6303	32.000	2.015	
452	6307	32.000	2.015	
338	6303	34.000	2.015	
338	6307	34.000	2.015	
311	6303	34.000	2.015	
311	6307	34.000	2.015	
414	6303	35.000	2.015	
414	6307	35.000	2.015	
448	6307	36.000	2.015	
348	6303	37.000	2.030	
348	6307	37.000	2.030	
419	6303	39.000	2.030	
341	6303	41.000	2.015	
341	6307	41.000	2.015	
369	6303	41.000	2.015	
452	6303	44.000	2.030	
452	6307	44.000	2.030	
480	6303	44.000	2.015	
480	6307	44.000	2.015	
331	6307	44.000	2.030	
327	6303	45.000	2.030	
327	6307	45.000	2.030	
439	6303	45.000	2.015	
439	6307	45.000	2.015	
499	6303	45.000	2.015	
499	6307	45.000	2.015	
321	6307	49.000	2.015	
446	6303	49.000	2.015	
446	6307	49.000	2.015	
431	6303	49.000	2.015	
431	6307	49.000	2.015	
393	6303	50.000	2.015	
393	6307	50.000	2.015	
427	6303	50.000	2.015	
427	6307	50.000	2.015	
372	6303	52.000	2.015	
372	6307	52.000	2.015	
473	6303	52.000	2.015	
473	6307	52.000	2.015	
399	6303	52.000	2.015	
399	6307	52.000	2.015	
455	6303	52.000	2.030	
421	6303	53.000	2.015	
421	6307	53.000	2.015	
382	6303	53.000	2.015	
329	6303	54.000	2.015	
329	6307	54.000	2.015	
436	6303	55.000	2.030	
436	6307	55.000	2.030	
419	6303	55.000	2.045	
340	6303	58.000	2.015	
492	6307	59.000	2.030	
481	6303	61.000	2.015	
464	6307	62.000	2.015	
367	6307	62.000	2.015	
479	6303	62.000	2.015	
479	6307	62.000	2.015	
408	6303	65.000	2.015	
408	6307	65.000	2.015	
448	6307	65.000	2.030	
434	6303	66.000	2.015	
434	6307	66.000	2.015	
355	6303	66.000	2.030	
355	6307	66.000	2.030	
391	6303	66.000	2.015	
391	6307	66.000	2.015	
451	6303	66.000	2.015	
451	6307	66.000	2.015	
395	6307	68.000	2.015	
371	6303	70.000	2.030	
371	6307	70.000	2.030	
401	6303	72.000	2.015	
401	6307	72.000	2.015	
302	6303	72.000	2.015	
302	6307	72.000	2.015	
433	6307	73.000	2.015	
495	6303	73.000	2.015	
495	6307	73.000	2.015	
420	6303	75.000	2.015	
420	6307	75.000	2.015	
417	6303	75.000	2.015	
417	6307	75.000	2.015	
469	6303	75.000	2.015	
469	6307	75.000	2.015	
491	6303	75.000	2.015	
491	6307	75.000	2.015	
379	6303	77.000	2.015	
379	6307	77.000	2.015	
348	6303	80.000	2.045	
348	6307	80.000	2.045	
422	6303	80.000	2.030	
426	6303	80.000	2.030	
429	6303	81.000	2.015	
474	6303	82.000	2.015	
474	6307	82.000	2.015	
310	6303	84.000	2.015	
310	6307	84.000	2.015	
444	6303	85.000	2.015	
439	6303	87.000	2.030	
439	6307	87.000	2.030	
414	6303	89.000	2.030	
414	6307	89.000	2.030	
336	6307	91.000	2.015	
436	6303	91.000	2.045	
436	6307	91.000	2.045	
460	6307	91.000	2.015	
354	6303	93.000	2.015	
432	6307	96.000	2.030	
480	6303	96.000	2.030	
480	6307	96.000	2.030	
302	6303	99.000	2.030	
302	6307	99.000	2.030	
318	6303	99.000	2.015	
318	6307	99.000	2.015	
465	6303	100.000	2.015	
465	6307	100.000	2.015	
488	6303	101.000	2.015	
488	6307	101.000	2.015	
358	6303	101.000	2.015	
358	6307	101.000	2.015	
390	6303	101.000	2.015	
390	6307	101.000	2.015	
442	6303	101.000	2.015	
442	6307	101.000	2.015	
368	6307	102.000	2.030	
388	6303	102.000	2.015	
366	6303	102.000	2.015	
427	6303	105.000	2.030	
427	6307	105.000	2.030	
313	6303	107.000	2.015	
313	6307	107.000	2.015	
306	6303	107.000	2.015	
306	6307	107.000	2.015	
419	6303	108.000	2.060	
471	6303	109.000	2.015	
471	6307	109.000	2.015	
351	6303	111.000	2.015	
351	6307	111.000	2.015	
312	6307	112.000	2.015	
458	6303	112.000	2.015	
311	6303	112.000	2.030	
311	6307	112.000	2.030	
474	6303	113.000	2.030	
474	6307	113.000	2.030	
384	6303	114.000	2.015	
384	6307	114.000	2.015	
318	6303	114.000	2.030	
318	6307	114.000	2.030	
358	6303	115.000	2.030	
358	6307	115.000	2.030	
362	6303	115.000	2.015	
362	6307	115.000	2.015	
399	6303	115.000	2.030	
399	6307	115.000	2.030	
416	6303	116.000	2.030	
444	6303	116.000	2.030	
330	6307	116.000	2.015	
346	6303	116.000	2.015	
346	6307	116.000	2.015	
472	6303	117.000	2.015	
472	6307	117.000	2.015	
403	6303	117.000	2.015	
403	6307	117.000	2.015	
455	6303	117.000	2.045	
308	6303	118.000	2.015	
308	6307	118.000	2.015	
394	6307	118.000	2.015	
461	6307	119.000	2.015	
422	6303	119.000	2.045	
314	6303	124.000	2.015	
314	6307	124.000	2.015	
359	6303	125.000	2.030	
481	6303	126.000	2.030	
493	6303	126.000	2.015	
493	6307	126.000	2.015	
330	6307	126.000	2.030	
374	6303	128.000	2.015	
374	6307	128.000	2.015	
390	6303	128.000	2.030	
390	6307	128.000	2.030	
333	6303	129.000	2.015	
393	6303	130.000	2.030	
393	6307	130.000	2.030	
339	6303	132.000	2.015	
339	6307	132.000	2.015	
415	6303	134.000	2.015	
415	6307	134.000	2.015	
489	6303	135.000	2.015	
489	6307	135.000	2.015	
458	6303	135.000	2.030	
449	6303	136.000	2.015	
449	6307	136.000	2.015	
347	6307	136.000	2.015	
334	6307	137.000	2.015	
475	6303	137.000	2.015	
475	6307	137.000	2.015	
490	6307	138.000	2.015	
368	6307	141.000	2.045	
369	6303	142.000	2.030	
420	6303	143.000	2.030	
420	6307	143.000	2.030	
374	6303	143.000	2.030	
