419	6304	16.000	2.015	
438	6304	17.000	2.015	
432	6304	18.000	2.015	
432	6308	18.000	2.015	
436	6304	18.000	2.015	
436	6308	18.000	2.015	
331	6304	19.000	2.015	
331	6308	19.000	2.015	
348	6304	20.000	2.015	
348	6308	20.000	2.015	
422	6304	20.000	2.015	
355	6304	21.000	2.015	
368	6308	24.000	2.015	
304	6304	27.000	2.015	
304	6308	27.000	2.015	
426	6304	27.000	2.015	
426	6308	27.000	2.015	
455	6304	27.000	2.015	
455	6308	27.000	2.015	
320	6304	28.000	2.015	
320	6308	28.000	2.015	
492	6308	28.000	2.015	
319	6308	28.000	2.015	
327	6308	28.000	2.015	
359	6304	28.000	2.015	
359	6308	28.000	2.015	
428	6304	29.000	2.015	
428	6308	29.000	2.015	
468	6304	29.000	2.015	
468	6308	29.000	2.015	
337	6304	29.000	2.015	
337	6308	29.000	2.015	
386	6304	30.000	2.015	
343	6308	30.000	2.015	
494	6304	31.000	2.015	
494	6308	31.000	2.015	
371	6304	31.000	2.015	
371	6308	31.000	2.015	
416	6304	32.000	2.015	
416	6308	32.000	2.015	
452	6304	32.000	2.015	
338	6304	34.000	2.015	
311	6304	34.000	2.015	
311	6308	34.000	2.015	
414	6304	35.000	2.015	
414	6308	35.000	2.015	
448	6304	36.000	2.015	
448	6308	36.000	2.015	
348	6304	37.000	2.030	
348	6308	37.000	2.030	
419	6304	39.000	2.030	
341	6308	41.000	2.015	
369	6304	41.000	2.015	
369	6308	41.000	2.015	
452	6304	44.000	2.030	
480	6304	44.000	2.015	
480	6308	44.000	2.015	
331	6304	44.000	2.030	
331	6308	44.000	2.030	
327	6308	45.000	2.030	
439	6304	45.000	2.015	
439	6308	45.000	2.015	
499	6308	45.000	2.015	
321	6304	49.000	2.015	
321	6308	49.000	2.015	
446	6304	49.000	2.015	
446	6308	49.000	2.015	
431	6304	49.000	2.015	
431	6308	49.000	2.015	
393	6304	50.000	2.015	
393	6308	50.000	2.015	
427	6304	50.000	2.015	
427	6308	50.000	2.015	
372	6304	52.000	2.015	
372	6308	52.000	2.015	
349	6304	52.000	2.015	
349	6308	52.000	2.015	
473	6304	52.000	2.015	
473	6308	52.000	2.015	
399	6304	52.000	2.015	
399	6308	52.000	2.015	
455	6304	52.000	2.030	
455	6308	52.000	2.030	
382	6308	53.000	2.015	
329	6304	54.000	2.015	
